flight_prices,company_names,dep_city,arrival_city,transfer_stops,duration_of_flight,additional_info,booking_dates,travel_dates,Dep_Time,Arrival_Time
140,"Vueling, Norse Atlantic Airways ",Barcelona,Oslo,1 stop,8h 10m ,Economy,11/10/2022,19/10/2022,07:00,15:10
305,Lufthansa,Barcelona,Oslo,1 stop,6h 40m ,Economy Light,11/10/2022,12/10/2022,15:35,22:15
283,"Ryanair, Flyr ",Barcelona,Oslo,1 stop,6h 10m ,Standard,11/10/2022,13/10/2022,16:05,22:15
244,"Vueling, Norwegian ",Barcelona,Oslo,1 stop,6h 50m ,Economy,11/10/2022,14/10/2022,07:30,14:20
221,"Jet2, Ryanair UK ",Barcelona,Oslo,1 stop,7h 15m ,,11/10/2022,15/10/2022,12:30,19:45
299,Brussels Airlines,Barcelona,Oslo,1 stop,7h 30m ,,11/10/2022,16/10/2022,15:20,22:50
200,Vueling,Barcelona,Oslo,non-stop,3h 30m ,Economy,11/10/2022,17/10/2022,17:10,20:40
200,Vueling,Barcelona,Oslo,non-stop,3h 30m ,Economy,11/10/2022,18/10/2022,17:10,20:40
146,"Vueling, Vy ",Barcelona,Oslo,1 stop,13h 55m ,Economy,11/10/2022,19/10/2022,06:55,20:50
285,Flyr,Barcelona,Oslo,non-stop,3h 20m ,,11/10/2022,12/10/2022,19:40,23:00
266,Iberia,Barcelona,Oslo,non-stop,3h 30m ,Basic,11/10/2022,13/10/2022,17:10,20:40
217,LOT,Barcelona,Oslo,1 stop,5h 45m ,Economy,11/10/2022,14/10/2022,13:10,18:55
449,Norwegian,Barcelona,Oslo,non-stop,3h 25m ,Flex,11/10/2022,15/10/2022,13:10,16:35
311,Lufthansa,Barcelona,Oslo,1 stop,5h 15m ,Economy Light,11/10/2022,16/10/2022,12:45,18:00
352,Lufthansa,Barcelona,Oslo,1 stop,5h 00m ,Economy Light,11/10/2022,17/10/2022,13:35,18:35
277,"Vueling, Flyr ",Barcelona,Oslo,1 stop,5h 40m ,Economy,11/10/2022,18/10/2022,17:10,22:50
176,"Vueling, Norse Atlantic Airways ",Barcelona,Oslo,1 stop,7h 10m ,Economy,11/10/2022,19/10/2022,07:40,14:50
262,"Ryanair, Flyr ",Barcelona,Oslo,1 stop,6h 40m ,Standard,11/10/2022,12/10/2022,16:10,22:50
242,"Vueling, Flyr ",Barcelona,Oslo,1 stop,6h 55m ,Economy,11/10/2022,13/10/2022,06:55,13:50
254,"Vueling, Norwegian ",Barcelona,Oslo,1 stop,6h 50m ,Economy,11/10/2022,14/10/2022,07:10,14:00
483,Lufthansa,Barcelona,Oslo,1 stop,5h 00m ,Economy Light,11/10/2022,15/10/2022,10:30,15:30
277,"Vueling, Flyr ",Barcelona,Oslo,1 stop,6h 45m ,Economy,11/10/2022,16/10/2022,16:05,22:50
269,"Air Europa, Flyr ",Barcelona,Oslo,1 stop,7h 20m ,Economy,11/10/2022,17/10/2022,15:30,22:50
391,Iberia,Barcelona,Oslo,non-stop,3h 30m ,Basic,11/10/2022,18/10/2022,07:00,10:30
176,KLM,Barcelona,Oslo,1 stop,13h 00m ,Light,11/10/2022,19/10/2022,19:45,08:45
368,Vueling,Barcelona,Oslo,non-stop,3h 30m ,Economy,11/10/2022,12/10/2022,07:00,10:30
449,Norwegian,Barcelona,Oslo,non-stop,3h 25m ,Flex,11/10/2022,13/10/2022,20:25,23:50
450,Norwegian,Barcelona,Oslo,non-stop,3h 25m ,Flex,11/10/2022,14/10/2022,10:35,14:00
332,LOT,Barcelona,Oslo,1 stop,5h 45m ,Economy,11/10/2022,15/10/2022,13:10,18:55
358,"Vueling, Flyr ",Barcelona,Oslo,1 stop,5h 40m ,Economy,11/10/2022,16/10/2022,17:00,22:40
297,"Vueling, Flyr ",Barcelona,Oslo,1 stop,7h 10m ,Economy,11/10/2022,17/10/2022,16:30,23:40
353,"Vueling, Norwegian ",Barcelona,Oslo,1 stop,6h 55m ,Economy,11/10/2022,18/10/2022,07:00,13:55
398,"Vueling, Norwegian ",Barcelona,Oslo,1 stop,6h 15m ,Economy,11/10/2022,19/10/2022,07:40,13:55
380,"Vueling, Norwegian ",Barcelona,Oslo,1 stop,6h 45m ,Economy,11/10/2022,12/10/2022,07:35,14:20
578,Scandinavian Airlines,Barcelona,Oslo,1 stop,5h 00m ,,11/10/2022,13/10/2022,10:30,15:30
385,"easyJet, Norwegian ",Barcelona,Oslo,1 stop,6h 25m ,Standard,11/10/2022,14/10/2022,07:55,14:20
369,"easyJet, Norwegian ",Barcelona,Oslo,1 stop,6h 45m ,Standard,11/10/2022,15/10/2022,07:10,13:55
387,"Vueling, Flyr ",Barcelona,Oslo,1 stop,7h 05m ,Economy,11/10/2022,16/10/2022,15:10,22:15
590,KLM,Barcelona,Oslo,1 stop,5h 20m ,Business Flex,11/10/2022,17/10/2022,17:15,22:35
231,Scandinavian Airlines,Barcelona,Oslo,1 stop,5h 00m ,,11/10/2022,18/10/2022,19:10,00:10
269,Flyr,Barcelona,Oslo,non-stop,3h 20m ,,11/10/2022,19/10/2022,13:10,16:30
99,"Ryanair, Ryanair UK ",Barcelona,Oslo,2 stops,20h 15m ,Standard,11/10/2022,12/10/2022,16:30,12:45
215,Scandinavian Airlines,Barcelona,Oslo,1 stop,5h 00m ,,11/10/2022,13/10/2022,19:10,00:10
354,Vueling,Barcelona,Oslo,non-stop,3h 30m ,Economy,11/10/2022,14/10/2022,12:25,15:55
214,Finnair,Barcelona,Oslo,1 stop,6h 30m ,Economy Light,11/10/2022,15/10/2022,10:05,16:35
280,LOT,Barcelona,Oslo,1 stop,5h 45m ,Economy,11/10/2022,16/10/2022,13:10,18:55
180,"Vueling, Scandinavian Airlines ",Barcelona,Oslo,1 stop,7h 00m ,Economy,11/10/2022,17/10/2022,07:10,14:10
373,Norwegian,Barcelona,Oslo,1 stop,5h 30m ,LowFare,11/10/2022,18/10/2022,12:40,18:10
533,Iberia,Barcelona,Oslo,non-stop,3h 30m ,Flexible,11/10/2022,19/10/2022,12:25,15:55
299,Brussels Airlines,Barcelona,Oslo,1 stop,7h 30m ,,11/10/2022,12/10/2022,15:20,22:50
304,"Ryanair, Norwegian ",Barcelona,Oslo,1 stop,6h 10m ,Standard,11/10/2022,13/10/2022,08:10,14:20
312,"Vueling, Scandinavian Airlines ",Barcelona,Oslo,1 stop,6h 15m ,Economy,11/10/2022,14/10/2022,06:55,13:10
297,"Vueling, Flyr ",Barcelona,Oslo,1 stop,7h 10m ,Economy,11/10/2022,15/10/2022,15:10,22:20
214,Finnair,Barcelona,Oslo,1 stop,10h 10m ,Economy Light,11/10/2022,16/10/2022,10:05,20:15
298,"Vueling, Norse Atlantic Airways ",Barcelona,Oslo,1 stop,7h 30m ,Economy,11/10/2022,17/10/2022,07:40,15:10
434,SWISS,Barcelona,Oslo,1 stop,6h 25m ,Economy,11/10/2022,18/10/2022,06:15,12:40
183,Iberia,Barcelona,Oslo,1 stop,9h 00m ,Basic,11/10/2022,19/10/2022,07:10,16:10
187,Flyr,Barcelona,Oslo,non-stop,3h 20m ,,11/10/2022,12/10/2022,12:10,15:30
46,Ryanair,Barcelona,Oslo,2 stops,21h 45m ,Standard,11/10/2022,13/10/2022,11:35,09:20
76,"Ryanair, Ryanair UK ",Barcelona,Oslo,1 stop,6h 20m ,Standard,11/10/2022,14/10/2022,06:25,12:45
78,Ryanair,Barcelona,Oslo,1 stop,6h 20m ,Standard,11/10/2022,15/10/2022,06:25,12:45
136,Finnair,Barcelona,Oslo,1 stop,6h 30m ,Economy Light,11/10/2022,16/10/2022,10:05,16:35
180,KLM,Barcelona,Oslo,1 stop,5h 15m ,Light,11/10/2022,17/10/2022,13:20,18:35
179,SWISS,Barcelona,Oslo,1 stop,6h 05m ,Economy,11/10/2022,18/10/2022,06:15,12:20
195,Lufthansa,Barcelona,Oslo,1 stop,5h 00m ,Economy Light,11/10/2022,19/10/2022,13:35,18:35
160,Brussels Airlines,Barcelona,Oslo,1 stop,7h 30m ,,11/10/2022,12/10/2022,15:20,22:50
162,"Vueling, Scandinavian Airlines ",Barcelona,Oslo,1 stop,6h 15m ,Economy,11/10/2022,13/10/2022,06:55,13:10
226,Norwegian,Barcelona,Oslo,1 stop,5h 30m ,LowFare,11/10/2022,14/10/2022,12:40,18:10
218,Norwegian,Barcelona,Oslo,1 stop,5h 55m ,LowFare,11/10/2022,15/10/2022,14:35,20:30
107,"Vueling, Norse Atlantic Airways ",Barcelona,Oslo,1 stop,8h 20m ,Economy,11/10/2022,16/10/2022,07:00,15:20
225,"Vueling, Scandinavian Airlines ",Barcelona,Oslo,1 stop,5h 25m ,Economy,11/10/2022,17/10/2022,16:35,22:00
186,Lufthansa,Barcelona,Oslo,1 stop,6h 50m ,Economy Light,11/10/2022,18/10/2022,11:45,18:35
160,"easyJet, Norwegian ",Barcelona,Oslo,1 stop,6h 45m ,Standard,11/10/2022,19/10/2022,17:05,23:50
183,LOT,Barcelona,Oslo,1 stop,5h 45m ,Economy,11/10/2022,12/10/2022,13:10,18:55
47,"Ryanair, Ryanair UK ",Barcelona,Oslo,1 stop,6h 25m ,Standard,11/10/2022,13/10/2022,06:25,12:50
51,Ryanair,Barcelona,Oslo,1 stop,6h 25m ,Standard,11/10/2022,14/10/2022,06:25,12:50
224,Flyr,Barcelona,Oslo,non-stop,3h 20m ,,11/10/2022,15/10/2022,13:10,16:30
136,Finnair,Barcelona,Oslo,1 stop,6h 30m ,Economy Light,11/10/2022,16/10/2022,10:05,16:35
82,"Vueling, Norse Atlantic Airways ",Barcelona,Oslo,1 stop,7h 30m ,Economy,11/10/2022,17/10/2022,07:40,15:10
167,LOT,Barcelona,Oslo,1 stop,5h 45m ,Economy,11/10/2022,18/10/2022,13:10,18:55
167,SWISS,Barcelona,Oslo,1 stop,6h 05m ,Economy,11/10/2022,19/10/2022,06:15,12:20
82,"Vueling, Norse Atlantic Airways ",Barcelona,Oslo,1 stop,8h 10m ,Economy,11/10/2022,12/10/2022,07:00,15:10
121,"Vueling, Norwegian ",Barcelona,Oslo,1 stop,7h 00m ,Economy,11/10/2022,13/10/2022,11:05,18:05
110,"Wizz Air, Norwegian ",Barcelona,Oslo,1 stop,7h 40m ,Economy,11/10/2022,14/10/2022,09:30,17:10
168,"Vueling, Flyr ",Barcelona,Oslo,1 stop,5h 35m ,Economy,11/10/2022,15/10/2022,15:10,20:45
124,"Vueling, Norwegian ",Barcelona,Oslo,1 stop,7h 15m ,Economy,11/10/2022,16/10/2022,10:50,18:05
136,"Vueling, Norwegian ",Barcelona,Oslo,1 stop,6h 50m ,Economy,11/10/2022,17/10/2022,07:10,14:00
139,"Vueling, Flyr ",Barcelona,Oslo,1 stop,6h 55m ,Economy,11/10/2022,18/10/2022,08:00,14:55
96,"Ryanair, Flyr ",Barcelona,Oslo,1 stop,8h 35m ,Standard,11/10/2022,19/10/2022,12:10,20:45
37,Deutsche Bahn,Berlin,Warsaw,non-stop,5h 57m ,,12/10/2022,12/10/2022,05:43,11:40
21,FlixBus,Berlin,Warsaw,non-stop,7h 55m ,,12/10/2022,13/10/2022,16:30,00:25
220,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,14/10/2022,19:10,20:35
229,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,15/10/2022,11:45,13:10
311,Scandinavian Airlines,Berlin,Warsaw,1 stop,3h 05m ,,12/10/2022,16/10/2022,15:05,18:10
306,Austrian Airlines,Berlin,Warsaw,1 stop,3h 00m ,Economy Light,12/10/2022,17/10/2022,19:40,22:40
306,Austrian Airlines,Berlin,Warsaw,1 stop,3h 00m ,Economy Light,12/10/2022,18/10/2022,11:15,14:15
226,"Norwegian, Ryanair ",Berlin,Warsaw,1 stop,6h 30m ,LowFare,12/10/2022,19/10/2022,15:55,22:25
306,Austrian Airlines,Berlin,Warsaw,1 stop,3h 30m ,Economy Light,12/10/2022,12/10/2022,15:05,18:35
292,Lufthansa,Berlin,Warsaw,1 stop,4h 00m ,Economy Light,12/10/2022,13/10/2022,17:50,21:50
306,Austrian Airlines,Berlin,Warsaw,1 stop,4h 50m ,Economy Light,12/10/2022,14/10/2022,17:50,22:40
306,Scandinavian Airlines,Berlin,Warsaw,1 stop,5h 50m ,,12/10/2022,15/10/2022,12:00,17:50
354,SWISS,Berlin,Warsaw,1 stop,4h 25m ,Economy,12/10/2022,16/10/2022,09:30,13:55
306,Austrian Airlines,Berlin,Warsaw,1 stop,5h 15m ,Economy Light,12/10/2022,17/10/2022,09:00,14:15
333,"Scandinavian Airlines, Finnair ",Berlin,Warsaw,2 stops,6h 20m ,Economy Light,12/10/2022,18/10/2022,12:00,18:20
37,Deutsche Bahn,Berlin,Warsaw,non-stop,5h 57m ,,12/10/2022,19/10/2022,05:43,11:40
21,FlixBus,Berlin,Warsaw,non-stop,7h 55m ,,12/10/2022,12/10/2022,16:30,00:25
187,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,13/10/2022,19:10,20:35
217,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,14/10/2022,11:15,12:40
228,Ryanair,Berlin,Warsaw,1 stop,4h 25m ,Standard,12/10/2022,15/10/2022,10:15,14:40
155,"easyJet, Ryanair ",Berlin,Warsaw,1 stop,6h 15m ,Standard,12/10/2022,16/10/2022,18:20,00:35
270,Lufthansa,Berlin,Warsaw,1 stop,4h 00m ,Economy Light,12/10/2022,17/10/2022,17:50,21:50
266,KLM,Berlin,Warsaw,1 stop,4h 40m ,Light,12/10/2022,18/10/2022,17:30,22:10
310,SWISS,Berlin,Warsaw,1 stop,4h 15m ,Economy,12/10/2022,19/10/2022,14:55,19:10
310,SWISS,Berlin,Warsaw,1 stop,4h 25m ,Economy,12/10/2022,12/10/2022,09:30,13:55
266,KLM,Berlin,Warsaw,1 stop,5h 35m ,Light,12/10/2022,13/10/2022,06:00,11:35
306,Scandinavian Airlines,Berlin,Warsaw,1 stop,5h 50m ,,12/10/2022,14/10/2022,12:00,17:50
298,"Eurowings, Ryanair ",Berlin,Warsaw,1 stop,5h 50m ,Basic,12/10/2022,15/10/2022,19:05,00:55
357,Lufthansa,Berlin,Warsaw,1 stop,4h 25m ,Economy Light,12/10/2022,16/10/2022,17:45,22:10
368,Lufthansa,Berlin,Warsaw,1 stop,5h 25m ,Economy Light,12/10/2022,17/10/2022,16:45,22:10
25,FlixBus,Berlin,Warsaw,non-stop,7h 55m ,,12/10/2022,18/10/2022,16:30,00:25
65,Deutsche Bahn,Berlin,Warsaw,non-stop,5h 57m ,,12/10/2022,19/10/2022,05:43,11:40
188,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,12/10/2022,19:10,20:35
217,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,13/10/2022,11:45,13:10
206,Lufthansa,Berlin,Warsaw,1 stop,4h 00m ,Economy Light,12/10/2022,14/10/2022,17:50,21:50
178,Ryanair,Berlin,Warsaw,1 stop,5h 45m ,Standard,12/10/2022,15/10/2022,18:30,00:15
226,KLM,Berlin,Warsaw,1 stop,4h 40m ,Light,12/10/2022,16/10/2022,17:30,22:10
302,Austrian Airlines,Berlin,Warsaw,1 stop,3h 00m ,Economy Light,12/10/2022,17/10/2022,11:15,14:15
308,Austrian Airlines,Berlin,Warsaw,1 stop,3h 30m ,Economy Light,12/10/2022,18/10/2022,15:05,18:35
266,KLM,Berlin,Warsaw,1 stop,5h 20m ,Light,12/10/2022,19/10/2022,06:15,11:35
275,Lufthansa,Berlin,Warsaw,1 stop,6h 00m ,Economy Light,12/10/2022,12/10/2022,15:50,21:50
302,Austrian Airlines,Berlin,Warsaw,1 stop,5h 15m ,Economy Light,12/10/2022,13/10/2022,09:00,14:15
315,KLM,Berlin,Warsaw,1 stop,5h 00m ,Light,12/10/2022,14/10/2022,14:20,19:20
314,Lufthansa,Berlin,Warsaw,1 stop,5h 20m ,Economy Light,12/10/2022,15/10/2022,07:15,12:35
347,"Scandinavian Airlines, Ryanair ",Berlin,Warsaw,1 stop,5h 35m ,Standard,12/10/2022,16/10/2022,16:55,22:30
39,Deutsche Bahn,Berlin,Warsaw,non-stop,6h 12m ,,12/10/2022,17/10/2022,17:41,23:53
21,FlixBus,Berlin,Warsaw,non-stop,8h 10m ,,12/10/2022,18/10/2022,09:25,17:35
187,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,19/10/2022,19:10,20:35
187,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,12/10/2022,11:15,12:40
214,KLM,Berlin,Warsaw,1 stop,4h 40m ,Light,12/10/2022,13/10/2022,17:30,22:10
241,Scandinavian Airlines,Berlin,Warsaw,1 stop,4h 50m ,,12/10/2022,14/10/2022,15:05,19:55
273,Lufthansa,Berlin,Warsaw,1 stop,4h 35m ,Economy Light,12/10/2022,15/10/2022,17:45,22:20
246,Lufthansa,Berlin,Warsaw,1 stop,5h 35m ,Economy Light,12/10/2022,16/10/2022,16:45,22:20
267,Lufthansa,Berlin,Warsaw,1 stop,4h 00m ,Economy Light,12/10/2022,17/10/2022,17:50,21:50
308,SWISS,Berlin,Warsaw,1 stop,4h 25m ,Economy,12/10/2022,18/10/2022,09:30,13:55
215,Lufthansa,Berlin,Warsaw,1 stop,6h 35m ,Economy Light,12/10/2022,19/10/2022,15:45,22:20
310,Lufthansa,Berlin,Warsaw,1 stop,3h 35m ,Economy Light,12/10/2022,12/10/2022,18:45,22:20
297,"easyJet, Scandinavian Airlines ",Berlin,Warsaw,1 stop,4h 40m ,Standard,12/10/2022,13/10/2022,15:15,19:55
345,Finnair,Berlin,Warsaw,1 stop,5h 05m ,Economy Campaign Saver,12/10/2022,14/10/2022,13:15,18:20
356,Lufthansa,Berlin,Warsaw,1 stop,5h 00m ,Economy Light,12/10/2022,15/10/2022,16:50,21:50
25,FlixBus,Berlin,Warsaw,non-stop,7h 40m ,,12/10/2022,16/10/2022,14:05,21:45
163,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,17/10/2022,19:10,20:35
37,Deutsche Bahn,Paris,Warsaw,2 stops,6h 03m ,,12/10/2022,18/10/2022,15:36,21:39
235,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,19/10/2022,11:15,12:40
82,Ryanair,Berlin,Warsaw,1 stop,5h 45m ,Standard,12/10/2022,12/10/2022,17:45,23:30
159,"airBaltic, Ryanair ",Berlin,Warsaw,1 stop,4h 05m ,Standard,12/10/2022,13/10/2022,19:25,23:30
241,Scandinavian Airlines,Berlin,Warsaw,1 stop,3h 05m ,,12/10/2022,14/10/2022,15:05,18:10
149,"easyJet, Ryanair ",Berlin,Warsaw,1 stop,4h 45m ,Standard,12/10/2022,15/10/2022,13:10,17:55
163,"airBaltic, Ryanair ",Berlin,Warsaw,1 stop,5h 55m ,Standard,12/10/2022,16/10/2022,09:00,14:55
190,Ryanair,Berlin,Warsaw,1 stop,5h 15m ,Standard,12/10/2022,17/10/2022,14:25,19:40
271,Austrian Airlines,Berlin,Warsaw,1 stop,3h 00m ,Economy Light,12/10/2022,18/10/2022,19:40,22:40
275,Lufthansa,Berlin,Warsaw,1 stop,4h 00m ,Economy Light,12/10/2022,19/10/2022,17:50,21:50
240,"easyJet, Scandinavian Airlines ",Berlin,Warsaw,1 stop,4h 40m ,Standard,12/10/2022,12/10/2022,13:10,17:50
279,Austrian Airlines,Berlin,Warsaw,1 stop,5h 40m ,Economy Light,12/10/2022,13/10/2022,17:00,22:40
367,Lufthansa,Berlin,Warsaw,1 stop,4h 20m ,Economy Classic,12/10/2022,14/10/2022,17:45,22:05
37,Deutsche Bahn,Berlin,Warsaw,non-stop,5h 58m ,,12/10/2022,15/10/2022,15:41,21:39
21,FlixBus,Berlin,Warsaw,non-stop,8h 30m ,,12/10/2022,16/10/2022,18:50,03:20
163,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,17/10/2022,19:10,20:35
169,Lufthansa,Berlin,Warsaw,1 stop,4h 00m ,Economy Light,12/10/2022,18/10/2022,17:50,21:50
254,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,19/10/2022,11:15,12:40
98,"easyJet, Ryanair ",Berlin,Warsaw,1 stop,5h 15m ,Standard,12/10/2022,12/10/2022,13:10,18:25
125,Ryanair,Berlin,Warsaw,1 stop,5h 25m ,Standard,12/10/2022,13/10/2022,18:30,23:55
220,Scandinavian Airlines,Berlin,Warsaw,1 stop,3h 05m ,,12/10/2022,14/10/2022,15:05,18:10
195,Austrian Airlines,Berlin,Warsaw,1 stop,3h 00m ,Economy Light,12/10/2022,15/10/2022,19:40,22:40
150,Ryanair,Berlin,Warsaw,1 stop,5h 35m ,Standard,12/10/2022,16/10/2022,06:30,12:05
204,Lufthansa,Berlin,Warsaw,1 stop,4h 30m ,Economy Light,12/10/2022,17/10/2022,17:45,22:15
231,SWISS,Berlin,Warsaw,1 stop,4h 25m ,Economy,12/10/2022,18/10/2022,09:30,13:55
188,"easyJet, Scandinavian Airlines ",Berlin,Warsaw,1 stop,4h 40m ,Standard,12/10/2022,19/10/2022,13:10,17:50
167,"Scandinavian Airlines, Ryanair ",Berlin,Warsaw,1 stop,6h 25m ,Standard,12/10/2022,12/10/2022,12:00,18:25
260,Austrian Airlines,Berlin,Warsaw,1 stop,3h 00m ,Economy Light,12/10/2022,13/10/2022,11:15,14:15
37,Deutsche Bahn,Berlin,Warsaw,non-stop,5h 58m ,,12/10/2022,14/10/2022,15:41,21:39
21,FlixBus,Berlin,Warsaw,non-stop,8h 30m ,,12/10/2022,15/10/2022,18:50,03:20
150,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,16/10/2022,19:20,20:45
150,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,17/10/2022,11:45,13:10
127,"Ryanair, LOT ",Berlin,Warsaw,1 stop,4h 45m ,Standard,12/10/2022,18/10/2022,17:30,22:15
85,Ryanair,Berlin,Warsaw,1 stop,6h 05m ,Standard,12/10/2022,19/10/2022,10:10,16:15
194,Austrian Airlines,Berlin,Warsaw,1 stop,3h 00m ,Economy Light,12/10/2022,12/10/2022,19:40,22:40
174,"Scandinavian Airlines, Ryanair ",Berlin,Warsaw,1 stop,4h 25m ,Standard,12/10/2022,13/10/2022,12:00,16:25
276,Scandinavian Airlines,Berlin,Warsaw,1 stop,3h 05m ,,12/10/2022,14/10/2022,15:05,18:10
184,"easyJet, Scandinavian Airlines ",Berlin,Warsaw,1 stop,4h 40m ,Standard,12/10/2022,15/10/2022,13:10,17:50
172,Austrian Airlines,Berlin,Warsaw,1 stop,5h 40m ,Economy Light,12/10/2022,16/10/2022,17:00,22:40
209,Lufthansa,Berlin,Warsaw,1 stop,5h 25m ,Economy Light,12/10/2022,17/10/2022,10:50,16:15
264,Lufthansa,Berlin,Warsaw,1 stop,4h 00m ,Economy Light,12/10/2022,18/10/2022,17:50,21:50
272,SWISS,Berlin,Warsaw,1 stop,4h 15m ,Economy,12/10/2022,19/10/2022,14:55,19:10
219,Ryanair,Berlin,Warsaw,1 stop,5h 35m ,Standard,12/10/2022,12/10/2022,06:30,12:05
37,Deutsche Bahn,Berlin,Warsaw,non-stop,5h 58m ,,12/10/2022,13/10/2022,15:41,21:39
25,FlixBus,Berlin,Warsaw,non-stop,7h 40m ,,12/10/2022,14/10/2022,03:30,11:10
175,LOT,Berlin,Warsaw,non-stop,1h 25m ,Economy,12/10/2022,15/10/2022,11:45,13:10
240,Lufthansa,Berlin,Warsaw,1 stop,4h 00m ,Economy Light,12/10/2022,16/10/2022,17:50,21:50
271,SWISS,Berlin,Warsaw,1 stop,4h 25m ,Economy,12/10/2022,17/10/2022,09:30,13:55
279,Austrian Airlines,Berlin,Warsaw,1 stop,3h 30m ,Economy Light,12/10/2022,18/10/2022,15:05,18:35
186,"Norwegian, Ryanair ",Berlin,Warsaw,1 stop,6h 30m ,LowFare,12/10/2022,19/10/2022,15:55,22:25
217,Ryanair,Berlin,Warsaw,1 stop,6h 00m ,Standard,12/10/2022,12/10/2022,08:50,14:50
256,Austrian Airlines,Berlin,Warsaw,1 stop,4h 50m ,Economy Light,12/10/2022,13/10/2022,17:50,22:40
247,"easyJet, Scandinavian Airlines ",Berlin,Warsaw,1 stop,4h 40m ,Standard,12/10/2022,14/10/2022,13:10,17:50
257,"easyJet, LOT ",Berlin,Warsaw,1 stop,4h 25m ,Standard,12/10/2022,15/10/2022,07:00,11:25
336,Lufthansa,Berlin,Warsaw,1 stop,4h 15m ,Economy Classic,12/10/2022,16/10/2022,07:15,11:30
311,Scandinavian Airlines,Berlin,Warsaw,1 stop,5h 05m ,,12/10/2022,17/10/2022,13:05,18:10
337,Austrian Airlines,Berlin,Warsaw,1 stop,3h 40m ,Economy Light,12/10/2022,18/10/2022,07:00,10:40
306,Scandinavian Airlines,Berlin,Warsaw,1 stop,5h 50m ,,12/10/2022,19/10/2022,12:00,17:50
118,Scandinavian Airlines,Berlin,London,1 stop,6h 00m ,,12/10/2022,12/10/2022,12:00,17:00
188,Ryanair,Berlin,London,non-stop,1h 50m ,Standard,12/10/2022,13/10/2022,06:30,07:20
101,Ryanair,Berlin,London,1 stop,7h 05m ,Standard,12/10/2022,14/10/2022,13:50,19:55
145,easyJet,Berlin,London,non-stop,2h 05m ,Standard,12/10/2022,15/10/2022,07:05,08:10
189,British Airways,Berlin,London,non-stop,1h 55m ,Basic Economy,12/10/2022,16/10/2022,06:55,07:50
176,easyJet,Berlin,London,non-stop,2h 05m ,Standard,12/10/2022,17/10/2022,10:15,11:20
175,easyJet,Berlin,London,non-stop,2h 00m ,Standard,12/10/2022,18/10/2022,21:35,22:35
153,Scandinavian Airlines,Berlin,London,1 stop,3h 35m ,,12/10/2022,19/10/2022,15:05,17:40
127,Eurowings,Berlin,London,1 stop,3h 50m ,Basic,12/10/2022,12/10/2022,16:15,19:05
290,British Airways,Berlin,London,non-stop,2h 00m ,Basic Economy,12/10/2022,13/10/2022,20:30,21:30
320,British Airways,Berlin,London,non-stop,1h 45m ,Basic Economy,12/10/2022,14/10/2022,11:45,12:30
287,easyJet,Berlin,London,non-stop,2h 05m ,Standard,12/10/2022,15/10/2022,17:50,18:55
146,Eurowings,Berlin,London,1 stop,4h 00m ,Basic,12/10/2022,16/10/2022,15:05,18:05
348,Ryanair,Berlin,London,non-stop,1h 50m ,Standard,12/10/2022,17/10/2022,13:55,14:45
127,Eurowings,Berlin,London,1 stop,4h 55m ,Basic,12/10/2022,18/10/2022,14:55,18:50
249,Brussels Airlines,Berlin,London,1 stop,3h 50m ,,12/10/2022,19/10/2022,18:45,21:35
252,SWISS,Berlin,London,1 stop,4h 00m ,Economy,12/10/2022,12/10/2022,14:55,17:55
117,Scandinavian Airlines,Berlin,London,1 stop,6h 00m ,,12/10/2022,13/10/2022,12:00,17:00
223,British Airways,Berlin,London,non-stop,1h 55m ,Basic Economy,12/10/2022,14/10/2022,06:55,07:50
104,Scandinavian Airlines,Berlin,London,1 stop,6h 00m ,,12/10/2022,15/10/2022,12:00,17:00
262,Ryanair,Berlin,London,non-stop,1h 50m ,Standard,12/10/2022,16/10/2022,06:10,07:00
225,easyJet,Berlin,London,non-stop,2h 05m ,Standard,12/10/2022,17/10/2022,07:05,08:10
323,British Airways,Berlin,London,non-stop,1h 45m ,Basic Economy,12/10/2022,18/10/2022,11:45,12:30
287,easyJet,Berlin,London,non-stop,2h 05m ,Standard,12/10/2022,19/10/2022,10:15,11:20
205,Eurowings,Berlin,London,1 stop,4h 25m ,Basic,12/10/2022,12/10/2022,13:00,16:25
108,Ryanair,Berlin,London,1 stop,5h 35m ,Standard,12/10/2022,13/10/2022,08:55,13:30
